Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"performed";20.3592;20.3592;20.3592;434;434;434;7;7;20.3591995239258;20.3592;20.3592;20.3592;1;1;1;1;1;434;20.3592;20.3592;434;434;0
"PlayerLoop";16.1149;1.7349;46.146;486;433;455;1;1;2242.76849913597;16.13503;15.3701;17.3933;418;3;3;4;139;432;0.0001;45.1209;438;455;16.0341
"UpdateScene";15.001;0.5879;45.1205;486;433;455;2;2;2086.62519931793;15.01169;14.2758;16.3414;139;1;1;1;139;432;0.5879;45.1205;433;455;14.9201
"Update.ScriptRunBehaviourUpdate";13.9706;0.2269;33.2759;523;451;445;3;3;1686.36129455268;12.1321;12.9727;15.1996;139;1;1;1;139;432;0.2269;33.2759;451;445;13.8916
"BehaviourUpdate";13.9701;0.2267;33.2753;523;451;445;4;4;1686.30909368396;12.13172;12.9722;15.1994;139;1;1;1;139;432;0.2267;33.2753;451;445;13.8914
"Project.Internal.dll!::GearController.Update() [Invoke]";13.7268;0.0211;25.3293;523;433;529;5;5;1634.77359842137;11.76096;12.7731;14.8739;139;1;1;1;139;432;0.0211;25.3293;433;529;13.6887
"Loading.ReadObject";8.962999;1.4087;30.02914;540;500;444;6;6;256.08798456192;10.67033;1.5903;14.0638;13837;505;101;1616;24;442;0.0058;1.4928;444;465;0
"Loading.ReadObjectThreaded";6.016193;0.9161999;22.3595;540;500;444;7;7;188.093925893307;7.837247;1.0837;10.4506;13837;505;101;1616;24;442;0.0018;1.4746;442;465;0
"EditorLoop";5.5172;3.9245;720.9999;565;567;570;1;1;1649.94953203201;11.87014;4.9988;6.0586;556;4;4;4;139;432;0.0305;616.5869;461;570;5.68
"ReadObjectFromSerializedFile";5.507296;0.8134;20.84089;473;489;444;8;8;174.652543246746;7.277189;0.9744;9.778501;13837;505;101;1616;24;442;0.0011;1.4714;444;465;0
"IntegrateAllThreadedObjects";2.0121;0.4028;6.381379;465;476;444;7;7;56.5600129067898;2.356667;0.4341;3.031995;13837;505;101;1616;24;442;0.0032;0.4727;455;455;0
"GameObject.ActivateAwakeRecursively";1.3674;0.0011;1.4147;457;570;545;7;7;4.18960004672408;1.0474;0.0011;1.4064;49;16;1;16;4;457;0.0011;0.2143;457;545;0
"GameObject.Activate";1.3491;0.0011;1.3973;457;570;545;6;6;4.13679998740554;1.0342;0.0011;1.3893;25;8;1;8;4;457;0.0011;0.2144;570;545;0
"Unity.2D.Animation.Runtime.dll!UnityEngine.U2D.Animation::SpriteLibrary.OnEnable() [Invoke]";1.2757;1.2717;1.3017;505;457;545;8;8;3.84909987449646;1.283033;1.2717;1.2757;24;8;8;8;3;457;0.152;0.1861;505;545;0
"RenderPlayModeViewCameras";1.0852;0.9379;3.027;489;552;570;2;2;156.074799776077;1.12284;1.0244;1.1667;140;1;1;2;139;432;0.9379;1.8197;552;570;1.1135
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal() [Invoke]";1.0473;0.9061;2.9434;450;459;570;3;3;149.730499386787;1.077198;0.9919;1.1224;140;1;1;2;139;432;0.9061;1.7823;459;570;1.0902
"Inl_UniversalRenderTotal";1.0298;0.8889;2.8878;450;459;570;4;4;146.848599970341;1.056465;0.973;1.1006;140;1;1;2;139;432;0.8889;1.7533;459;570;1.0692
"Inl_RenderCameraStack";1.0093;0.871;2.8322;559;459;570;5;5;143.949799895287;1.03561;0.9525;1.0785;140;1;1;2;139;432;0.871;1.7242;459;570;1.0493
"Loading.AwakeFromLoad";0.9834996;0.1974;3.185685;535;476;455;8;8;27.6879100352526;1.153663;0.2131001;1.377796;13837;505;101;1616;24;442;0.0015;0.4707;534;455;0
"AsyncReadManager.SyncRequest";0.8773;0.1327;17.44231;447;521;444;7;10;156.84932294488;3.734508;0.5459;5.0752;9090;60;1;970;42;434;0.0012;1.4334;500;465;0
"Inl_UniversalRenderPipeline.RenderSingleCameraInternal: Camera";0.794;0.6779;2.3406;435;459;570;6;6;113.604000210762;0.817295;0.7401;0.8586;140;1;1;2;139;432;0.6779;1.4723;459;570;0.8547
"Loading.LoadFileHeaders";0.7079;0.1957;1.7573;534;471;434;6;9;19.8620000481606;0.763923;0.2261;0.9693;137;5;1;14;26;434;0.1018;0.318;434;534;0
"File.Read";0.5782;0.0369;15.90824;489;521;444;8;11;134.838340517133;3.210437;0.2067;4.291199;9090;60;1;970;42;434;0.001;1.4326;444;465;0
"PreLateUpdate.ScriptRunBehaviourLateUpdate";0.4226;0.145;31.8466;524;451;444;3;3;323.489598363638;2.327263;0.3513;0.5982;139;1;1;1;139;432;0.145;31.8466;451;444;0.6757
"LateBehaviourUpdate";0.422;0.1447;31.846;524;451;444;4;4;323.433602631092;2.32686;0.3508;0.5978;139;1;1;1;139;432;0.1447;31.846;451;444;0.6755
"File.Open";0.3744;0.062;0.9051;445;460;444;8;11;14.3998998105526;0.3789447;0.2368;0.456;270;7;1;16;38;434;0.0343;0.1297;434;535;0
"Inl_RecordRenderGraph";0.2795;0.2495;0.7131;497;459;570;7;7;40.1508999466896;0.2888554;0.2665;0.2989;140;1;1;2;139;432;0.2495;0.4061;459;443;0.2897
"Inl_On Record Render Graph";0.2711;0.243;0.6866;541;459;570;8;8;38.9186998009682;0.2799906;0.2594;0.288;140;1;1;2;139;432;0.243;0.3952;459;458;0.2819
"InputActionCallback";0.2686;0.2686;20.704;443;443;434;6;6;20.9726004600525;10.4863;0.2686;0.2686;2;1;1;1;2;434;0.2686;20.704;443;434;0
"Inl_ExecuteRenderGraph";0.2682;0.2463;0.8056;487;552;570;7;7;38.5282000154257;0.2771813;0.2621;0.2812;140;1;1;2;139;432;0.2463;0.5192;552;570;0.2813
"canceled";0.2666;0.2666;0.2666;443;443;443;7;7;0.266600012779236;0.2666;0.2666;0.2666;1;1;1;1;1;443;0.2666;0.2666;443;443;0
"Unity.ResourceManager.dll!UnityEngine.ResourceManagement.Util::DelayedActionManager.LateUpdate() [Invoke]";0.243;0.0011;31.6381;528;436;444;5;5;298.278699044604;2.14589;0.1945;0.4135;139;1;1;1;139;432;0.0011;31.6381;436;444;0.4968
"Mono.JIT";0.2359;0.2359;3.4022;445;445;434;6;9;3.63810022175312;1.81905;0.2359;0.2359;40;2;2;38;2;434;0.0112;0.3477;434;434;0
"Profiler.FlushCounters";0.1491;0.1317;0.228;515;449;510;1;1;20.9002000689507;0.1503612;0.1428;0.154;139;1;1;1;139;432;0.1317;0.228;449;510;0.1482
"Profiler.FlushMemoryCounters";0.137;0.1205;0.2164;548;449;510;2;2;19.2631999850273;0.1385842;0.1318;0.142;139;1;1;1;139;432;0.1205;0.2164;449;510;0.1359
"Inl_ScriptableRenderContext.Submit";0.1266;0.104;0.2813;460;551;570;6;6;18.5276000201702;0.1332921;0.121;0.1361;140;1;1;2;139;432;0.104;0.2379;551;443;0.1116
"WaitForJobGroupID";0.1215;0.0559;0.4298;562;516;470;4;11;18.9944997765124;0.1366511;0.0925;0.1616;1447;10;4;26;139;432;0.0003;0.2306;435;546;0.1301
"Inl_NRPRGComp_SetupContextData";0.1207;0.1207;0.1207;570;570;570;8;8;0.120700001716614;0.1207;0.1207;0.1207;1;1;1;1;1;570;0.1207;0.1207;570;570;0
"UniversalRenderPipeline.RenderSingleCameraInternal: Camera";0.1099;0.0892;0.2463;456;551;570;7;7;16.2127999588847;0.1166388;0.1052;0.1201;140;1;1;2;139;432;0.0892;0.2196;551;443;0.0936
"CullScriptable";0.1055;0.0613;0.2871;447;463;546;7;7;16.1606999710202;0.116264;0.0795;0.1364;140;1;1;2;139;432;0.0613;0.2871;463;546;0.1436
"ExecuteRenderGraph";0.096;0.078;0.224;549;551;570;8;8;14.1673999279737;0.1019237;0.09;0.1041;140;1;1;2;139;432;0.078;0.2051;551;443;0.0829
"Project.Internal.dll!::AttacksMapToForms..cctor()";0.0929;0.0929;0.0929;434;434;434;9;9;0.0929000005125999;0.0929;0.0929;0.0929;1;1;1;1;1;434;0.0929;0.0929;434;434;0
"File.Close";0.087;0.0095;0.2473;446;529;444;8;10;3.02089997194707;0.08631143;0.045;0.1065;240;7;1;16;35;434;0.0056;0.0334;435;539;0
"BuildInterface.GetTypeForObject";0.07889999;0.0167;0.218;458;471;434;6;9;2.24360000900924;0.08629231;0.0184;0.1159;137;5;1;14;26;434;0.0145;0.0226;434;445;0
"Unity.2D.Animation.Runtime.dll!UnityEngine.U2D.Animation::DeformationManagerUpdater.LateUpdate() [Invoke]";0.0657;0.0549;0.1145;502;462;536;5;5;9.48169998824596;0.06821367;0.0625;0.0716;139;1;1;1;139;432;0.0549;0.1145;462;536;0.0676
"DeformationManager.LateUpdate";0.0641;0.0539;0.1121;502;462;536;6;6;9.24739997833967;0.06652806;0.0609;0.0701;139;1;1;1;139;432;0.0539;0.1121;462;536;0.0661
"FileVFS.IsDirectoryCreated";0.0614;0.06;0.0678;457;545;505;6;6;0.1891999989748;0.06306667;0.06;0.0614;3;1;1;1;3;457;0.06;0.0678;545;505;0
"RenderLoop.ScheduleDraw";0.0567;0.0303;0.16;502;533;446;10;11;8.14969989843667;0.05863094;0.0477;0.0624;2540;18;18;28;139;432;0.0001;0.0796;495;446;0.0358
"GameObject.AddComponent";0.0534;0.0534;0.0534;570;570;570;6;6;0.0533999986946583;0.0534;0.0534;0.0534;2;2;2;2;1;570;0.0129;0.0405;570;570;0
"FixedUpdate.Physics2DFixedUpdate";0.0477;0.0222;0.1874;514;488;570;3;3;6.33989997580647;0.0515439;0.0292;0.0624;159;1;1;7;123;434;0.0102;0.1514;567;530;0.0272
"Inl_Light2D Pass";0.0471;0.0437;0.07889999;442;552;570;8;8;6.69679994508624;0.04817842;0.0459;0.0489;697;5;5;7;139;432;0.0043;0.0345;459;554;0.0496
"Inl_NRPRGComp_BuildGraph";0.0436;0.0436;0.0436;570;570;570;8;8;0.0436000004410744;0.0436;0.0436;0.0436;1;1;1;1;1;570;0.0436;0.0436;570;570;0
"CullResults.CreateSharedRendererScene";0.0422;0.0266;0.2201;458;552;445;8;8;7.21849997527897;0.05193165;0.0331;0.0619;140;1;1;2;139;432;0.0266;0.2201;552;445;0.1006
"Physics2D.Simulate";0.0419;0.0177;0.1754;444;488;570;4;4;5.67659997008741;0.04615122;0.0242;0.0573;159;1;1;7;123;434;0.0093;0.1432;567;530;0.0226
"Inl_NRPRGComp_ExecuteBeginRenderpassCommand";0.0416;0.0381;0.1146;536;552;438;8;8;6.00819996744394;0.04322446;0.0404;0.0439;700;5;5;10;139;432;0.0042;0.0771;439;438;0.0439
"Inl_NRPRGComp_TryMergeNativePasses";0.0409;0.0409;0.0409;570;570;570;8;8;0.0408999994397163;0.0409;0.0409;0.0409;1;1;1;1;1;570;0.0409;0.0409;570;570;0
"Loading.LoadRemainingPreallocatedObjects";0.03960009;0.007499995;0.1200014;542;527;444;7;7;1.07150694634765;0.04464612;0.01049999;0.05590035;13837;505;101;1616;24;442;0;0.0027;442;442;0
"SceneCulling";0.0394;0.0256;0.2445;515;465;546;8;8;7.8465999532491;0.05645036;0.0323;0.0675;140;1;1;2;139;432;0.0256;0.2445;465;546;0.0346
"Physics2D.Collider2D.CreateShapes";0.0376;0.0338;0.057;441;436;535;6;6;0.590199995785952;0.04215714;0.0367;0.0462;35;2;2;4;14;434;0.0005;0.0496;435;454;0
"Texture.AwakeFromLoad";0.0362;0.01;0.1008;537;489;444;9;9;1.03580003138632;0.04315833;0.0131;0.0536;274;10;2;32;24;442;0.0001;0.0142;442;512;0
"Inl_NRPRGComp_FindResourceUsageRanges";0.0362;0.0362;0.0362;570;570;570;8;8;0.0361999981105328;0.0362;0.0362;0.0362;1;1;1;1;1;570;0.0362;0.0362;570;570;0
"EndRenderQueueExtraction";0.0361;0.0225;0.215;446;552;445;9;9;6.42489995621145;0.0462223;0.0285;0.0554;140;1;1;2;139;432;0.0225;0.215;552;445;0.0935
"Inl_NRPRGComp_ExecuteDestroyResources";0.0347;0.0325;0.07610001;536;546;570;8;8;4.89809962362051;0.03523813;0.034;0.0359;3632;26;26;44;139;432;0.0001;0.0123;433;554;0.0367
"Project.Internal.dll!::SpriteWithNormals.Update() [Invoke]";0.03329999;0.03099998;0.2084002;473;438;565;5;5;5.0104982573539;0.03604675;0.03239999;0.03439999;13344;96;96;96;139;432;0.0002;0.1736;432;565;0.03279999
"Physics2D.PolygonColliderPrepareShapes";0.0327;0.0292;0.0507;440;436;535;7;7;0.514199992641807;0.03672857;0.0316;0.0398;35;2;2;4;14;434;0.0003;0.0451;454;454;0
"Physics2D.PolygonColliderPrepareShapesDecomposition";0.0325;0.0291;0.0507;440;436;535;8;8;0.513099994510412;0.03665;0.0316;0.0396;35;2;2;4;14;434;0.0003;0.0451;454;454;0
"Unity.2D.Animation.Runtime.dll!UnityEngine.U2D.Animation::SpriteResolver.OnEnable() [Invoke]";0.0309;0.0286;0.0382;545;457;505;8;8;0.0976999998092651;0.03256667;0.0286;0.0309;24;8;8;8;3;457;0.0025;0.0113;457;505;0
"Physics2D.Step";0.0305;0.0132;0.1602;551;488;570;5;5;4.35240000300109;0.03538537;0.0195;0.0397;159;1;1;7;123;434;0.0085;0.1378;567;530;0.0182
"Unity.2D.Animation.Runtime.dll!UnityEngine.U2D.Animation::SpriteResolver.LateUpdate() [Invoke]";0.0293;0.0256;0.0349;518;451;482;5;5;4.0940004196018;0.02945324;0.0282;0.0304;3475;25;25;25;139;432;0.0007;0.0115;509;482;0.0298
"Inl_NRPRGComp_ExecuteInitializeResources";0.0284;0.0264;0.2818;486;547;570;8;8;4.2484996188432;0.03056475;0.0277;0.0295;3632;26;26;44;139;432;0;0.1365;432;570;0.0301
"Idle";0.0281;0.0002;0.2544;464;492;546;6;12;4.45399998738139;0.04049091;0.0104;0.0563;158;1;1;3;110;432;0.0002;0.1782;492;546;0.0659
"EZhex1991.EZSoftBone.dll!EZhex1991.EZSoftBone::EZSoftBone.LateUpdate() [Invoke]";0.0276;0.0236;0.0456;498;451;529;5;5;4.01219996809959;0.02886475;0.0262;0.0302;278;2;2;2;139;432;0.0049;0.0347;432;529;0.0298
"ExecuteRenderQueueJob";0.0272;0.0203;0.0546;570;469;510;12;12;0.976500000804663;0.02959091;0.0238;0.0323;33;1;1;1;33;434;0.0203;0.0546;469;510;0
"SpriteRenderer.PrepareNode";0.0266;0.0199;0.054;570;469;510;13;13;0.959799993783236;0.02908485;0.0233;0.0318;33;1;1;1;33;434;0.0199;0.054;469;510;0
"Inl_Bloom";0.0264;0.0238;0.0647;480;552;570;8;8;3.74409998394549;0.02693597;0.0256;0.0276;140;1;1;2;139;432;0.0238;0.0361;552;570;0.0268
"GC.Alloc";0.02619997;0.0002;0.1330013;476;433;434;5;10;4.47191156841291;0.03217202;0.02079997;0.0333;162378;948;4;4797;139;432;0;0.0063;432;545;0.03600002
"Inl_ComputeHashRenderGraph";0.026;0.0243;0.0585;497;545;570;7;7;3.68949997983873;0.02654316;0.0254;0.0271;140;1;1;2;139;432;0.0243;0.0335;545;480;0.0277
"CullSendEvents";0.0256;0.0046;0.2338;466;499;546;9;9;6.08219996700063;0.04375684;0.0207;0.0552;140;1;1;2;139;432;0.0046;0.2338;499;546;0.0211
"CoroutinesDelayedCalls";0.0249;0.0055;0.4498;517;432;445;4;4;14.1840998218395;0.1020439;0.0103;0.1728;716;5;4;12;139;432;0;0.4473;546;445;0.1143
"Update.ScriptRunDelayedDynamicFrameRate";0.0224;0.0048;0.4476;518;432;445;3;3;13.899599976372;0.09999713;0.0087;0.1708;139;1;1;1;139;432;0.0048;0.4476;432;445;0.112
"Physics2D.SolveDiscreteIslandTask";0.0214;0.0062;0.1431;522;486;530;6;6;2.88409999292344;0.02344797;0.0096;0.0289;159;1;1;7;123;434;0.0046;0.1304;497;530;0.0081
"Renderer2D Pass";0.0206;0.0093;0.05779999;457;533;570;9;9;2.77709996607155;0.01997914;0.0158;0.0228;698;5;5;8;139;432;0.0015;0.0224;533;570;0.0096
"Bloom";0.0198;0.0161;0.0506;442;551;570;9;9;2.86319997347891;0.02059856;0.0183;0.0217;140;1;1;2;139;432;0.0161;0.0319;551;451;0.0178
"Inl_Blit Color LUT";0.0198;0.0171;0.0531;453;551;570;8;8;2.85089998692274;0.02051007;0.0189;0.0214;140;1;1;2;139;432;0.0171;0.03;551;570;0.0202
"GameObject.Deactivate";0.0195;0.0194;0.0202;505;545;457;6;6;0.059099992737174;0.0197;0.0194;0.0195;24;8;8;8;3;457;0.0011;0.0104;457;457;0
"PreUpdate.SendMouseEvents";0.0194;0.0165;0.0289;461;480;434;3;3;2.71009998396039;0.01949712;0.0186;0.02;139;1;1;1;139;432;0.0165;0.0289;480;434;0.0188
"Monobehaviour.OnMouse_";0.0193;0.0165;0.0286;482;480;434;4;4;2.69829998724163;0.01941223;0.0185;0.0199;139;1;1;1;139;432;0.0165;0.0286;480;434;0.0188
"UnityEngine.InputLegacyModule.dll!UnityEngine::SendMouseEvents.DoSendMouseEvents() [Invoke]";0.0188;0.0161;0.028;526;462;434;5;5;2.62729998119175;0.01890144;0.018;0.0194;139;1;1;1;139;432;0.0161;0.028;462;434;0.0183
"Project.Internal.dll!::Zpoint.Update() [Invoke]";0.0186;0.0142;0.0272;505;450;445;5;5;2.64940010942519;0.01906043;0.0172;0.0206;2919;21;21;21;139;432;0.0004;0.0087;432;513;0.0177
"AssetDatabase.GetGUIDFromAssetPathV2";0.0185;0.0041;1.067598;567;552;455;5;9;8.8431272180751;0.06361962;0.0151;0.0322;16208;14;2;1634;139;432;0.0003;0.4693;434;455;0.0231
"Project.Internal.dll!::GameplayInput.Update() [Invoke]";0.0183;0.0068;11.3001;466;435;445;5;5;17.9096003575251;0.128846;0.017;0.0193;139;1;1;1;139;432;0.0068;11.3001;435;445;0.0169
"Inl_ColorGradingLUT";0.0179;0.0156;0.0481;525;551;570;9;9;2.5950999930501;0.01866978;0.0172;0.0195;140;1;1;2;139;432;0.0156;0.027;551;570;0.0185
"SpriteRenderer.AwakeFromLoad";0.0166;0.0112;0.018;545;457;505;8;8;0.0458000004291534;0.01526667;0.0112;0.0166;24;8;8;8;3;457;0.0007;0.0054;457;545;0
"EarlyUpdate.PollPlayerConnection";0.0165;0.011;0.0331;451;545;452;3;3;2.2392999920994;0.01611007;0.0134;0.018;139;1;1;1;139;432;0.011;0.0331;545;452;0.0166
"PlayerConnection.Poll";0.0162;0.0108;0.0328;451;486;452;4;4;2.20869998633862;0.01588993;0.0132;0.0177;139;1;1;1;139;432;0.0108;0.0328;486;452;0.0164
"Inl_UniversalRenderPipeline.CreateCameraData";0.0158;0.0136;0.0406;489;552;570;6;6;2.26409999001771;0.01628849;0.0149;0.0169;140;1;1;2;139;432;0.0136;0.0208;552;570;0.0165
"BaseDeformationSystem.TransformAccessJob";0.0157;0.0124;0.023;482;451;539;7;7;2.26229998748749;0.01627554;0.0148;0.0173;139;1;1;1;139;432;0.0124;0.023;451;539;0.0165
"Inl_ScriptableRenderer.SetupCullingParameters";0.0144;0.0121;0.0318;530;552;570;7;7;2.09269998874515;0.0150554;0.0136;0.0159;140;1;1;2;139;432;0.0121;0.0214;552;511;0.015
"PreUpdate.NewInputUpdate";0.0142;0.0123;20.7906;448;480;434;3;3;24.9840998128057;0.1797417;0.0134;0.0427;139;1;1;1;139;432;0.0123;20.7906;480;434;0.0126
"UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.SetSkin() [Invoke]";0.014;0.0125;0.0275;454;464;570;3;3;1.99099998641759;0.01432374;0.0134;0.0144;139;1;1;1;139;432;0.0125;0.0275;464;570;0.014
"Project.Internal.dll!::UIRefresher.Update() [Invoke]";0.0135;0.0088;0.0172;538;505;540;5;5;1.89740027207881;0.01365036;0.0127;0.0145;3451;25;17;25;139;432;0.0002;0.005;439;457;0.0136
"Project.Internal.dll!::TransformWrapper.Update() [Invoke]";0.013;0.0111;0.0196;448;554;445;5;5;1.84089995082468;0.01324388;0.0124;0.0136;2224;16;16;16;139;432;0.0004;0.0061;436;471;0.0124
"Inl_Setup Camera Properties";0.0126;0.0114;0.0295;433;552;570;8;8;1.78499998897314;0.01284173;0.012;0.0131;140;1;1;2;139;432;0.0114;0.0218;552;539;0.0129
"Inl_CompileRenderGraph";0.0124;0.0111;0.3136;438;551;570;7;7;2.06029999256134;0.0148223;0.0117;0.0133;140;1;1;2;139;432;0.0111;0.2994;551;570;0.0126
"Inl_UpdateVolumeFramework";0.0123;0.0099;0.0321;531;550;570;6;6;1.76319998782128;0.01268489;0.0114;0.0132;140;1;1;2;139;432;0.0099;0.0176;550;512;0.0127
"Cull 2D Lights and Shadow Casters";0.0122;0.0101;0.0268;544;552;570;8;8;1.76989999134094;0.01273309;0.0114;0.0135;140;1;1;2;139;432;0.01;0.0181;570;535;0.0125
"Unity.ResourceManager.dll!::MonoBehaviourCallbackHooks.LateUpdate() [Invoke]";0.0121;0.0002;0.0174;481;570;477;5;5;1.69009996704699;0.01215899;0.0115;0.0128;277;2;1;2;139;432;0.0001;0.0173;432;477;0.0122
"Graphics.Blit";0.012;0.0109;0.0144;465;525;555;6;7;0.125099999830127;0.01251;0.0118;0.0132;20;2;2;2;10;435;0.0054;0.0072;525;555;0
"Project.Internal.dll!::MouseManager.Update() [Invoke]";0.012;0.0055;0.0141;480;500;437;5;5;1.52629998978227;0.01098058;0.0101;0.0124;139;1;1;1;139;432;0.0055;0.0141;500;437;0.0117
"Light2D Pass";0.012;0.0102;0.0213;454;493;434;9;9;1.74569999612868;0.01255899;0.0113;0.0131;697;5;5;7;139;432;0.0002;0.0106;432;472;0.0122
"Inl_RG_BloomDownsample";0.0119;0.011;0.0264;562;552;570;9;9;1.69419999327511;0.01218849;0.0118;0.0123;140;1;1;2;139;432;0.011;0.0157;552;564;0.0122
"Normal2D Pass";0.0118;0.0083;0.1031;491;454;446;9;9;2.19000001251698;0.0157554;0.009900001;0.0149;697;5;5;7;139;432;0.0002;0.0801;439;446;0.0135
"Project.Internal.dll!::AnimateFields.Update() [Invoke]";0.0114;0.0081;0.0283;439;545;434;5;5;1.62969999853522;0.01172446;0.0109;0.012;278;2;2;2;139;432;0.0018;0.0181;457;529;0.0108
"Project.Internal.dll!::TimeScaledTransform.LateUpdate() [Invoke]";0.0112;0.007499999;0.0242;521;462;545;5;5;1.59100005077198;0.01144604;0.0105;0.0121;2224;16;16;16;139;432;0.0003;0.0132;432;545;0.0106
"JobHandle.Complete";0.0111;0.0063;0.0373;515;555;452;7;8;1.74229990923777;0.01253453;0.009799999;0.0133;695;5;5;5;139;432;0.0001;0.0323;435;452;0.0113
"BaseDeformationSystem.BoneTransformsChangeDetection";0.011;0.0065;0.0356;516;555;452;7;7;1.65119998715818;0.01187914;0.0099;0.0125;139;1;1;1;139;432;0.0065;0.0356;555;452;0.0107
"Profiler.RequestScreenshot";0.0107;0.0099;0.0124;480;525;555;5;5;0.11019999999553;0.01102;0.0105;0.0113;10;1;1;1;10;435;0.0099;0.0124;525;555;0
"RG_BloomDownsample";0.0106;0.009;0.0244;532;478;570;10;10;1.54899998661131;0.01114388;0.0101;0.0117;140;1;1;2;139;432;0.009;0.0174;478;451;0.0096
"AwakeFromLoad Threaded";0.01049999;0.0019;0.02899996;542;466;444;8;8;0.271399786230177;0.01130832;0.0026;0.01459999;13837;505;101;1616;24;442;0;0.0022;442;442;0
"Inl_Renderer2D Pass";0.0101;0.009299999;0.0318;500;545;438;8;8;1.45220000389963;0.01044748;0.0099;0.0104;698;5;5;8;139;432;0.0013;0.0247;545;438;0.0105
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate() [Invoke]";0.0093;0.008;0.0806;434;433;511;4;4;2.06230000499636;0.01483669;0.0088;0.0108;139;1;1;1;139;432;0.008;0.0806;433;511;0.0083
"VolumeManager.Update";0.0093;0.0073;0.0241;499;550;570;7;7;1.33209998998791;0.009583453;0.0085;0.0101;140;1;1;2;139;432;0.0073;0.0135;550;512;0.0095
"Inl_RenderPipeline.EndCameraRendering";0.0092;0.0078;0.0749;566;551;443;6;6;1.40709998831153;0.01012302;0.0088;0.0101;140;1;1;2;139;432;0.0078;0.0749;551;443;0.0086
"Inl_ScriptableRenderer.SetPerCameraShaderVariables";0.0091;0.0084;0.0216;499;550;570;9;9;1.30439999140799;0.009384173;0.0088;0.0095;140;1;1;2;139;432;0.0084;0.0176;550;539;0.0095
"Inl_UniversalRenderPipeline.InitializeAdditionalCameraData";0.009;0.0083;0.0265;502;459;570;6;6;1.30169999040663;0.009364748;0.0087;0.0094;140;1;1;2;139;432;0.0083;0.0169;459;570;0.0096
"FixedUpdate.ScriptRunBehaviourFixedUpdate";0.0089;0.0073;0.4077;489;563;505;3;3;2.32099998136982;0.01886992;0.0082;0.01;159;1;1;7;123;434;0.0016;0.4077;456;505;0.0085
"Inl_RG_BloomUpsample";0.0087;0.0074;0.0226;438;552;570;9;9;1.23319998709485;0.008871943;0.0083;0.0092;140;1;1;2;139;432;0.0074;0.0127;552;570;0.0088
"PostLateUpdate.UpdateAudio";0.0087;0.0063;0.0128;509;462;539;3;3;1.23129999358207;0.008858274;0.0077;0.0098;139;1;1;1;139;432;0.0063;0.0128;462;539;0.007
"Unity.RenderPipelines.Universal.2D.Runtime.dll!UnityEngine.Rendering.Universal::Light2D.LateUpdate() [Invoke]";0.008599999;0.0067;0.0276;526;433;465;5;5;1.35029998514801;0.009714388;0.0078;0.01;834;6;6;6;139;432;0;0.0138;432;465;0.009000001
"RenderLoop.Sort";0.0085;0.0024;0.0555;446;450;470;13;14;0.141100001521409;0.01567778;0.0032;0.0228;22;2;2;4;9;446;0.0005;0.0247;450;470;0
"Inl_UniversalRenderPipeline.CreateRenderingData";0.0085;0.0067;0.0404;465;461;508;7;7;1.36489999108016;0.009819425;0.0079;0.0109;140;1;1;2;139;432;0.0067;0.0404;461;508;0.0117
"FixedBehaviourUpdate";0.0085;0.007;0.4071;489;478;505;4;4;2.27409999165684;0.01848862;0.0079;0.0096;159;1;1;7;123;434;0.0015;0.4071;456;505;0.0082
"SpriteRenderer.OnChangeSprite";0.008300001;0.0013;0.0343;547;529;537;6;6;0.638299970538355;0.008743836;0.003;0.0105;1121;9;1;34;73;432;0.0001;0.0122;432;536;0
"Inl_RG_BloomSetup";0.0082;0.0073;0.0183;481;552;570;9;9;1.16529999533668;0.008383453;0.0079;0.0086;140;1;1;2;139;432;0.0073;0.0124;552;446;0.0088
"Inl_NRPRGComp_CullNodes";0.0082;0.0082;0.0082;570;570;570;8;8;0.00820000004023314;0.0082;0.0082;0.0082;1;1;1;1;1;570;0.0082;0.0082;570;570;0
"Project.Internal.dll!::HealthBarControl.Update() [Invoke]";0.0081;0.0072;0.0159;505;480;570;5;5;1.17309999698773;0.008439568;0.0078;0.0088;139;1;1;1;139;432;0.0072;0.0159;480;570;0.0079
"Default";0.008099999;0.0072;0.0154;566;493;570;10;10;1.18109995592386;0.008497122;0.0078;0.0088;697;5;5;7;139;432;0;0.0093;434;541;0.009099999
"FillPerSkinJobSingleThread (Burst)";0.008;0.0009;0.0189;453;437;540;5;5;0.586099994601682;0.008028767;0.0015;0.0118;73;1;1;1;73;434;0.0009;0.0189;437;540;0
"EditorConnection.CheckForIncomingConnections";0.0078;0.0052;0.0104;544;486;523;5;5;1.06839999742806;0.007686331;0.0067;0.0085;139;1;1;1;139;432;0.0052;0.0104;486;523;0.0078
